Code,idTree,DateField,Forest,Plot,SubPlot,FieldNbr,Habitat,Type,Genus,Species,Name,gmin,tlp,midribVLA,SecondaryVLA,TertiaryVLA,MajVLA,N,C,P,Ca,Na,K,LSWC,SD,fvfm,TreeHeight,TreeDawkins,BranchHeight,BranchDawkins,CrownPosition
536,NA,10/07/2021,Kaw,Crique Gabrielle,H,Vsx2,BF,BF,Virola,surinamensis,Virola surinamensis,8.67821066920884,-1.627795,0.402542804,2.7579372810000002,12.43434481,15.59482489,1.37,52.84,0.56669649581188,17.601341991342,0.0257634032634033,7.39622911703681,1.9083146067415728,NA,0.791,13,5,13,5,High
538,NA,08/10/2021,Kaw,Malou,H,97,BF,BF,Carapa,guianensis,Carapa guianensis,1.84706269148495,-1.87948,0.2160382675,1.3368421334999998,3.5503681635,5.1032485649999995,1.48,50.18,0.805457734573119,2.7062370962371,2.98111305361305,5.83279255360025,1.2319932109897105,NA,0.807,26,5,20,4,Low
539,NA,08/10/2021,Kaw,Malou,H,42,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,7.84996926886979,-1.787595,0.221530092,1.237390069,2.627462521,4.086382682,1.55,45.84,0.663935321664364,11.1117198935462,0.523048070525615,5.35291950713957,1.26273203236554,NA,0.796,18,2,16,3,Middle
540,NA,08/10/2021,Kaw,Malou,H,41,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,6.86137687461531,-1.93541,0.265004449,1.458582985,5.4187501005000005,7.1423375345,1.51,50.43,0.830508955741304,5.69248205641796,0.0320422300116842,9.89346554447055,1.4483354950281022,NA,0.8230000000000001,22,3,18,3,Middle
541,NA,08/10/2021,Kaw,Malou,H,44,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,13.99,-2.0133125,0.2116723605,1.1790138405000001,2.0583626930000003,3.4490488944999997,1.36,47.14,0.6580197,13.1360995,0.30442625,6.813976,1.5458055925432754,NA,0.802,15,3,15,3,High
542,NA,08/10/2021,Kaw,Malou,H,46,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,3.38030036940277,-2.0812275,0.2119523705,1.2744113819999998,2.338824836,3.8251885884999997,1.57,49.67,0.93361927109336,5.52281527708437,0.0691225661507739,9.89912730903644,1.4508554572271386,735.5442177,0.8240000000000001,14,3,14,3,High
543,NA,08/10/2021,Kaw,Malou,H,45,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,3.07244121341309,-1.9673700000000003,0.239935185,1.18026454,2.097602991,3.5178027155000002,1.51,47.59,0.735991683366733,17.385871242485,0.336549348697395,6.34165931863727,1.393003273322422,544.2176871,0.807,14,3,12,3,Middle
544,NA,08/10/2021,Kaw,Malou,H,47,BF,BF,Symphonia,globulifera,Symphonia globulifera,3.05401206985234,-1.8075700000000001,0.331191993,2.903043185,2.74021371,5.9744488879999995,1.33,46.98,0.6360197,15.1010995,1.07627625,14.253976,1.6431623931623929,255.1020408,0.807,26,5,16,4,Middle
545,NA,08/10/2021,Kaw,Malou,H,43,BF,BF,Virola,surinamensis,Virola surinamensis,3.85391106657131,-1.64777,0.2345619035,1.8519107245,5.006416908,7.092889536,1.85,52.55,0.9600197,9.7310995,0.03232125,12.273976,2.066402484738139,NA,0.8220000000000001,25,5,24,5,High
546,NA,08/10/2021,Kaw,Malou,H,51,BF,BF,Laetia,procera,Laetia procera,2.33451978371948,-1.8654975,0.196237302,1.445110542,5.9045601229999995,7.5459079665,1.53,46.46,0.7845197,5.3860995,1.30977625,9.973976,1.523394675019577,1513.605442,0.792,28,5,26,5,High
547,NA,08/10/2021,Kaw,Malou,H,49,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,10.8550162574314,-1.84752,0.248640473,1.2950245434999998,3.242931422,4.786596438,1.28,49.7,0.830189510489511,3.96987962037962,0.0729033466533467,13.7901858141858,1.6868928809048571,718.537415,0.8310000000000001,16,4,10,3,Low
548,NA,08/10/2021,Kaw,Malou,H,48,BF,BF,Laetia,procera,Laetia procera,2.97269955981167,-1.7656225,0.15745231399999998,1.171549717,4.79584235,6.1248443815,1.35,51.22,0.792726973026973,3.97237712287712,0.927348901098901,12.6213546453546,1.6510906876314917,1190.47619,0.8260000000000001,19,4,17,4,High
549,NA,08/10/2021,Kaw,Malou,H,50,BF,BF,Laetia,procera,Laetia procera,2.74316371740031,-1.9513900000000002,0.167933891,1.2233497165,4.7274453085,6.118728916,1.48,49.61,0.597124013979031,7.54977483774338,1.77611208187718,13.7683235147279,1.7370753323485966,1241.496599,0.811,15,4,13,4,Middle
550,NA,08/10/2021,Kaw,Malou,H,53,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,3.95161587411121,-2.23903,0.466396982,1.9552318535,5.9245044465,8.346133282,1.16,42.87,0.535947804391218,26.8773448103792,0.376672904191617,5.16863872255489,1.0474108944182918,1037.414966,0.804,26,5,20,4,Middle
551,NA,08/10/2021,Kaw,Malou,H,88,BF,BF,Virola,surinamensis,Virola surinamensis,1.89916028297665,-1.7017025000000001,0.437092415,2.780256605,5.984386187,9.201735207,1.63,53.04,0.621277145708583,14.5020953093812,0.0484194111776447,8.31734131736527,2.0505940973553085,NA,0.791,37,5,34,5,Middle
552,NA,08/10/2021,Kaw,Malou,H,96,BF,BF,Laetia,procera,Laetia procera,1.3272316131531,-1.7096925000000003,0.15591948849999998,0.902539286,3.9286708595,4.9871296350000005,1.58,49.08,0.472942642642643,13.7498493493493,1.49326951951952,7.70167767767768,NA,NA,0.859,17,3,13,3,Low
553,NA,08/10/2021,Kaw,Malou,H,55,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,5.85185217179517,-1.8615025,0.199863142,1.1234069565,2.4867324835,3.810002582,1.59,50.65,0.844097651174413,6.41789055472264,0.0512506246876562,9.79407896051974,1.4020458371099314,697.2789116,0.8290000000000001,14,3,10,3,Middle
554,NA,08/10/2021,Kaw,Malou,H,56,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,11.53,-2.2709900000000003,0.325953801,1.6478875099999999,3.1178841095,5.0917254199999995,1.4,50.11,0.725382391195598,10.7614802401201,0.131992246123062,8.25810505252626,1.3002245410117554,969.3877551,0.786,20,4,17,3,Middle
555,NA,08/10/2021,Kaw,Malou,H,54,BF,BF,Laetia,procera,Laetia procera,2.63934978925186,-1.83953,0.18635732,1.4305147555,5.7505709275,7.3674430035,1.74,50.2,0.665350400801603,11.3938872745491,1.78234093186373,7.04807214428858,1.5470177970177972,1118.197279,0.807,27,5,27,5,High
556,NA,08/10/2021,Kaw,Malou,H,89,BF,BF,Symphonia,globulifera,Symphonia globulifera,1.59931568187227,-1.7935875000000001,NA,NA,NA,NA,1.1,49.64,0.433178110944528,11.4503743128436,1.03825712143928,15.7511004497751,2.066510172143975,238.0952381,0.706,38,5,38,5,High
557,NA,08/10/2021,Kaw,Malou,H,93,BF,BF,Carapa,guianensis,Carapa guianensis,3.28102103979789,-1.8575075,0.1540857625,1.0733465660000001,2.5560339825,3.783466311,1.27,47.05,0.434001696606786,12.361376746507,0.384407435129741,6.79538522954092,1.3671113634213266,NA,0.796,12,4,8,3,Low
558,NA,10/11/2021,Kaw,Crique Gabrielle,H,66,BF,BF,Virola,surinamensis,Virola surinamensis,5.86109735239099,-1.6158100000000002,0.47835139950000005,2.9637997755,11.665327673,15.10747885,1.63,48.75,1.01402671335668,7.40480190095048,0.0384604802401201,7.6528024012006,1.6396370853416502,NA,0.81,17,5,16,4,High
559,NA,10/11/2021,Kaw,Crique Gabrielle,H,67,BF,BF,Carapa,guianensis,Carapa guianensis,1.90844270940554,-1.7716150000000002,0.2979374225,1.823609767,5.1894950445,7.3110422335,1.22,50.55,0.760379131303045,3.89276035946081,2.24216300549176,4.4076145781328,1.6075201988812928,1071.428571,0.803,15,2,15,2,High
560,NA,10/11/2021,Kaw,Crique Gabrielle,H,65,BF,BF,Virola,surinamensis,Virola surinamensis,2.6878411646025002,-1.6697425000000001,0.3739331005,2.3809461185,8.838315005,11.593194225,2.21,57.16,1.09283403193613,7.47614720558882,0.0618026447105788,6.0818123752495,2.082685840194828,NA,0.812,16,4,16,4,High
561,NA,10/11/2021,Kaw,Crique Gabrielle,H,68,BF,BF,Virola,surinamensis,Virola surinamensis,6.1747286805851,-1.6777325,0.672176609,3.498830957,11.802904524999999,15.973912089999999,1.66,50.43,0.845865565565566,7.62872822822823,0.02870995995996,4.65463063063063,1.4086307938199252,NA,0.75525,19,5,18,5,High
562,NA,10/11/2021,Kaw,Crique Gabrielle,H,69,BF,BF,Carapa,guianensis,Carapa guianensis,1.27172121576956,-1.8854725,0.2324055235,1.554944659,3.0826425019999997,4.869992685,1.3,50.64,0.962482182182182,4.36421371371371,1.91619244244244,6.01499099099099,1.7453296279141572,701.5306122,0.811,18,4,16,4,High
563,NA,10/11/2021,Kaw,Crique Gabrielle,H,70,BF,BF,Symphonia,globulifera,Symphonia globulifera,2.3839263932898,-1.8814775000000001,NA,NA,NA,NA,1.24,50.8,0.584143484772841,8.19380878681977,2.02673614578133,5.17621168247629,2.113952195664258,293.3673469,0.754,24,5,23,4,Middle
564,NA,10/11/2021,Kaw,Crique Gabrielle,H,72,BF,BF,Carapa,guianensis,Carapa guianensis,2.96514859006378,-1.9134375000000001,0.16140004149999998,0.9218511005000001,2.5876931484999997,3.6709442905,1.32,50.82,0.7535197,2.5085995,0.88877625,4.073476,1.3726151971124545,NA,0.844,18,3,16,4,High
565,NA,10/11/2021,Kaw,Crique Gabrielle,H,71,BF,BF,Virola,surinamensis,Virola surinamensis,11.076071588418,-1.60782,0.3286921075,1.839204114,8.507345759,10.67524198,1.64,53.49,0.947598302546181,4.13589565651523,0.0325274588117823,8.77581228157763,1.8614700798419621,NA,0.8320000000000001,12,2,12,2,High
566,NA,10/11/2021,Kaw,Crique Gabrielle,H,74,BF,BF,Virola,surinamensis,Virola surinamensis,3.50666624423687,-1.63179,0.373875572,2.367822851,9.2264192305,11.96811765,1.49,49.98,0.937895490981964,7.19549048096192,0.0381776052104209,9.15729058116233,2.0704871060171923,NA,0.812,16,4,14,2,Middle
567,NA,10/11/2021,Kaw,Crique Gabrielle,H,73,BF,BF,Virola,surinamensis,Virola surinamensis,1.67892924192023,-1.6697425000000001,0.3501257365,2.228238053,7.284491308,9.862855097499999,1.48,54.49,0.779350673989016,10.7849221168248,0.0980791313030454,6.08484872690963,1.618872156360141,NA,0.7806666666666666,19,5,17,4,Middle
570,NA,10/11/2021,Kaw,Crique Gabrielle,H,76,BF,BF,Laetia,procera,Laetia procera,5.65934905841999,-1.99933,0.1645139635,1.1486418105,3.832297983,5.1454537575,1.07,45.09,0.6740197,6.9860995,1.90527625,5.018976,1.6562100501524242,1054.421769,0.788,14,4,14,4,High
571,NA,10/11/2021,Kaw,Crique Gabrielle,H,80,BF,BF,Carapa,guianensis,Carapa guianensis,1.92637590116774,-2.0372825,0.2962106315,1.951587459,8.7191771085,10.9669752,1.45,48.5,0.815427413706854,2.68068984492246,1.96675962981491,5.00647923961981,1.3991745283018868,1292.517007,0.796,23,5,20,4,Middle
572,NA,10/12/2021,Kaw,Tresor,H,14,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,1.54598539507559,-1.71968,0.6587752545000001,1.8964961445000001,9.7392128835,12.294484285,2.88,54.61,0.777353669495756,4.20678931602596,0.252647279081378,5.92508836744883,1.2621722846441947,514.4557823,0.794,28,5,20,3,Low
573,NA,10/12/2021,Kaw,Tresor,H,18,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,4.02904267131008,-1.35214,0.561183542,2.220119021,7.6326300385,10.4139326005,2.61,53.53,0.746400099850225,2.50134747878183,1.74765476784823,2.5803554667998,2.165836298932384,242.3469388,0.808,23,4,19,4,Low
574,NA,10/12/2021,Kaw,Tresor,H,13,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.15449370375795,-1.7476450000000001,0.4910443635,1.7030374685,11.248085164999999,13.442167000000001,2.86,51.77,0.740409086370444,3.19580579131303,0.180455566650025,7.2630813779331,1.45253164556962,569.7278912,0.844,19,4,15,3,Middle
575,NA,10/12/2021,Kaw,Tresor,H,17,TF,Generalist,Tachigali,melinonii,Tachigali melinonii,2.14236005970179,-1.60782,0.442564805,1.855624915,6.0935479895,8.391737710000001,2.9,52.64,0.7980197,4.1778495,0.09862625,6.458976,1.18128390596745,446.4285714,0.841,35,5,28,4,Middle
576,NA,10/12/2021,Kaw,Tresor,H,16,TF,Generalist,Protium,stevensonii,Protium stevensonii,3.99156296283165,-2.0812275,0.37289113949999997,1.813752953,1.9768042590000001,4.1634483515000005,1.38,47.19,0.595114814814815,3.17702652652653,0.282809059059059,4.24021621621622,0.9195491643995338,684.5238095,0.8130000000000001,20,4,17,3,Low
577,NA,10/12/2021,Kaw,Tresor,H,9,TF,Generalist,Jacaranda,copaia subsp. copaia,Jacaranda copaia subsp. copaia,1.44712150232545,-1.3481450000000001,0.491170067,1.7492882745,8.0350881275,10.275546469,2.06,53.59,0.8410197,3.4280995,1.31577625,5.061476,2.0990566037735854,480.4421769,0.81,32,5,32,5,High
578,NA,10/12/2021,Kaw,Tresor,H,10,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,0.699581247569488,-1.3022025,NA,NA,NA,NA,1.67,49.31,0.74025995995996,4.94104054054054,0.769545795795796,4.56228828828829,1.4924609212892517,199.829932,0.8190000000000001,25,4,16,4,Low
579,NA,10/12/2021,Kaw,Tresor,H,6,TF,TF,Licania,membranacea,Licania membranacea,2.70490480725627,-1.64777,0.2267891645,1.0746832464999998,3.1207171105000002,4.4221895215,1.79,51.95,0.5700197,7.1160995,1.06277625,8.838976,1.452774248199915,NA,0.811,18,4,16,4,Middle
580,NA,10/12/2021,Kaw,Tresor,H,Pgx1,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,1.79368255631904,-1.8814775000000001,0.297917396,1.3011169085,3.4327291659999997,5.0317634705,1.27,52.29,0.478163373253493,9.18273403193613,0.611553143712575,4.11250099800399,1.6250828363154406,425.170068,0.8280000000000001,24,5,18,4,Low
581,NA,10/12/2021,Kaw,Tresor,H,Isx1,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,NA,-1.611815,0.37473310049999997,1.8707765775,9.6170630905,11.86257277,2,51.51,0.973073552894212,4.24136676646707,0.0332697105788423,8.59179241516966,1.5227238861570556,522.9591837,0.786,29,5,25,4,Low
582,228348,10/13/2021,Kaw,Tresor,1,142,TF,TF,Iryanthera,sagotiana,Iryanthera sagotiana,0.740329855684181,-1.5099425000000002,0.29621012950000003,1.847093,7.6042808515,9.747583983,1.68,53.02,0.700870135067534,6.5993991995998,0.741146823411706,6.86740970485243,1.671191200561666,178.5714286,0.8180000000000001,23,3,21,3,Middle
583,228463,10/13/2021,Kaw,Tresor,1,259,TF,TF,Poraqueiba,guianensis,Poraqueiba guianensis,2.49049157551391,-1.57586,0.191627954,1.047807159,2.5443200145000002,3.7837551279999997,1.48,52.79,1.0275748496994,2.65165280561122,0.528332915831664,7.39877354709419,2.1136848521792135,310.3741497,0.8,14,2,12,2,Low
584,228208,10/13/2021,Kaw,Tresor,1,1,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,0.970106546230863,-1.8994550000000001,0.197588573,0.8970115365,2.01452571,3.109125819,3.11,46.98,0.854446923461731,16.0191090545273,0.326589544772386,10.1390455227614,2.657003444316877,259.3537415,0.785,14,3,11,3,Low
585,228431,10/13/2021,Kaw,Tresor,1,227,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.37686006116726,-1.9014525000000002,0.385252277,1.6069077615,4.867437693499999,6.8595977315,2.11,51.67,0.681041261892839,5.61952879318978,1.18805833750626,5.70753730595894,1.3056334988128642,646.2585034,0.833,20,2,17,2,Middle
586,228391,10/13/2021,Kaw,Tresor,1,185,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,0.706481245146004,-1.6537625,0.2196588645,1.253828425,4.587515406,6.0610026955,1.95,51.33,0.700618463073852,3.89131686626746,0.0992277944111776,5.64269061876247,1.6491855383392926,331.6326531,0.791,19,2,16,2,Low
587,228447,10/13/2021,Kaw,Tresor,1,243,TF,Generalist,Bocoa,prouacensis,Bocoa prouacensis,2.70538314679102,-1.547895,0.187920623,1.1222547305,4.2448780765,5.55505343,2.59,54.78,0.64672624750499,2.89006936127744,0.422531187624751,4.75297005988024,1.354158754272693,144.5578231,0.788,12,3,11,2,Middle
588,228227,10/13/2021,Kaw,Tresor,1,20,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,0.843546229886045,-1.5818525,0.21322262549999998,1.04463574,2.5881749395,3.8460333054999998,2.26,49.96,1.40212288432649,6.34061041562344,0.0645731096644968,13.3690295443165,2.0745447647951445,331.6326531,0.804,14,3,12,2,Middle
589,228279,10/13/2021,Kaw,Tresor,1,73,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,3.63650559958893,-1.9014525000000002,0.370048604,1.6002380965,3.188456623,5.158743323,2.99,46.65,0.7840197,14.5910995,0.59577625,12.648976,2.409110442629996,361.3945578,0.748,15,2,13,2,Middle
590,228529,10/13/2021,Kaw,Tresor,1,325,TF,TF,Gustavia,hexapetala,Gustavia hexapetala,2.65688739016413,-1.6677450000000003,0.21985923899999998,0.9295967055,2.2548365395,3.4042924835,2.51,49.91,0.7925197,14.4160995,0.14682625,11.153976,2.480952380952381,335.8843537,0.8250000000000001,18,4,13,2,Low
591,228580,10/13/2021,Kaw,Tresor,1,377,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.18491854171385,-1.483975,0.299439797,2.0268043980000003,5.1413038454999995,7.4675480395000005,1.94,51.06,0.7100197,6.0010995,0.14757625,7.513976,1.559266356419381,616.4965986,0.841,14,4,12,3,Low
592,228337,10/13/2021,Kaw,Tresor,1,131,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.18054678009831,-1.452015,0.2191367025,1.1864280765,3.894820191,5.300384971,1.87,50.64,0.806905888223553,2.32370209580838,0.0834593313373254,6.74548502994012,1.4575743422076912,522.9591837,0.8280000000000001,12,2,7,2,Low
593,228578,10/13/2021,Kaw,Tresor,1,375,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,0.897746356328907,-1.5339125000000002,0.199341147,1.1605746135000001,3.6512310765000002,5.0111468375,1.97,51.17,1.05238872817955,1.90982493765586,0.0417069825436409,8.07379152119701,1.6378830083565463,671.7687075,0.841,18,4,8,3,Low
594,228374,10/13/2021,Kaw,Tresor,1,168,TF,Generalist,Virola,michelii,Virola michelii,5.6987,-1.6377825000000001,0.20646762600000002,1.3514071570000001,3.675539006,5.233413789,2.29,53.47,0.859449424712356,4.91480690345173,0.486469484742371,7.73284242121061,2.1255546854607155,NA,0.773,8,2,6,2,Low
595,228344,10/13/2021,Kaw,Tresor,1,138,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,0.702194614973427,-1.5458975000000001,0.174792725,1.0821142529999999,2.4193968960000003,3.676303873,1.67,50.93,0.727883641820911,2.8050020010005,0.0469747373686843,6.60227713856929,1.4140706126687435,484.6938776,0.795,13,4,8,3,Low
596,228576,10/13/2021,Kaw,Tresor,1,373,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.03820086019741,-1.57586,0.194919744,1.0878617,3.235770698,4.518552142,1.86,52.01,0.839278617926891,5.49434101151728,0.0331459689534301,5.27689133700551,1.3781119053487798,607.9931973,0.782,23,4,16,3,Low
597,228575,10/13/2021,Kaw,Tresor,1,372,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,0.862027621757939,-1.6198050000000002,0.28611222599999997,1.3064005685,4.6053421275,6.197854921999999,2.08,51.78,0.664687356321839,7.12253823088456,1.53076086956522,4.66539330334833,1.2289598618903754,671.7687075,0.8250000000000001,14,3,11,3,Middle
598,228574,10/13/2021,Kaw,Tresor,1,371,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.51583743798147,-1.515935,0.1438304195,0.7671159165,2.9355250474999997,3.846471384,1.78,50.75,0.996015715715716,3.46406356356356,0.107083333333333,7.81178778778779,1.6052030363328176,531.462585,0.8170000000000001,14,2,8,2,Low
599,228608,10/13/2021,Kaw,Tresor,1,405,TF,Generalist,Eschweilera,coriacea,Eschweilera coriacea,1.73308047801526,-2.1491425,0.4201554025,1.940466909,6.069342363500001,8.429964674499999,2.24,52.52,0.761781481481481,5.52662612612613,1.53806431431431,3.73621221221221,1.3908640864086408,420.9183673,0.785,24,2,10,3,Low
600,228495,10/13/2021,Kaw,Tresor,1,291,TF,Generalist,Virola,michelii,Virola michelii,7.6725615314268,-1.6337875000000002,0.1713064145,1.1533116225,1.6782082875,3.0028263245,2.61,58.46,1.01731065646485,7.73125,0.426972721224218,8.92663173652695,2.093714022565047,NA,0.778,13,3,8,3,Middle
601,NA,10/14/2021,Kaw,Malou,H,95,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,6.91699555173887,-1.2762350000000002,0.159496801,1.065341017,2.7439693615,3.9688071799999998,1.28,51.83,0.486581859637415,9.15586836836837,0.330857524190858,2.44292792792793,1.3466427012453461,187.0748299,0.847,13,4,10,3,Low
602,NA,10/14/2021,Kaw,Malou,H,90,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,3.16496677874683,-1.39209,0.16174031649999998,1.11031683,2.9612202815,4.2332774285,1.27,46.65,0.476883719637597,6.83513006503252,1.06721027180257,3.22259629814907,1.5707689858302818,488.9455782,0.807,18,4,15,3,Middle
603,NA,10/14/2021,Kaw,Malou,H,94,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,2.77556219886107,-1.81556,0.21122058100000002,1.17233695,2.7590206175,4.1425781485,1.68,45.51,0.704436404967842,13.170371756487,0.471084497671324,5.18910678642715,1.6486868686868685,646.2585034,0.833,19,4,16,2,Low
604,NA,10/14/2021,Kaw,Malou,H,92,BF,Generalist,Hymenopus,heteromorphus,Hymenopus heteromorphus,3.9234816131223,-1.3960850000000002,0.21270430899999998,1.3758414399999999,2.0657703605,3.6543161095,1.01,48.32,0.443038316093872,2.96868118118118,1.1227994661328,3.58732232232232,1.5573813249869586,501.7006803,0.815,17,4,15,3,Middle
605,NA,10/14/2021,Kaw,Malou,H,91,BF,BF,Symphonia,globulifera,Symphonia globulifera,2.66822109472642,-1.8654975,0.374040719,2.976858231,4.1625104375,7.513409387499999,1.45,55.06,0.620913906917402,9.66721168247629,0.816451988683641,17.6130654018972,2.4705090223538915,289.1156463,0.904,20,5,18,5,High
606,NA,10/14/2021,Kaw,Malou,H,58,BF,BF,Protium,opacum subsp. rabelianum,Protium opacum subsp. rabelianum,7.77806103214526,-1.8694925000000002,0.2599033045,1.7065889694999998,2.3040607069999997,4.270552981,1.16,47.14,0.535541964830532,11.2148901647529,0.318698618738559,6.18021467798303,1.3354060674580746,646.2585034,0.817,12,4,8,4,Middle
607,NA,10/14/2021,Kaw,Malou,H,61,BF,BF,Carapa,guianensis,Carapa guianensis,2.52172665812883,-1.6757350000000002,0.17814680300000002,0.924970546,2.274601782,3.3777191315,1.48,49.2,0.911935990338164,6.49875,0.753159420289855,11.5760217391304,1.872016706443914,1037.414966,0.9,12,5,12,5,High
608,NA,10/14/2021,Kaw,Malou,H,57,BF,BF,Carapa,guianensis,Carapa guianensis,1.77544631809581,-1.5878450000000002,0.27044294449999995,1.4298923769999998,2.783787639,4.4841229600000005,1.46,45.65,0.824347894013248,5.69933914510686,0.733044619422572,7.64284026996625,1.6155442369364272,863.0952381,0.866,34,5,15,3,Low
609,NA,10/14/2021,Kaw,Malou,H,60,BF,BF,Carapa,guianensis,Carapa guianensis,2.49454037977277,-1.7935875000000001,0.226488935,1.5237972775,3.4791265475,5.229412759500001,1.17,49.89,0.724345277777778,5.3867125,0.718176666666667,7.764485,1.469473684210526,948.1292517,0.83,25,5,20,5,Low
610,NA,10/14/2021,Kaw,Malou,H,64,BF,BF,Symphonia,globulifera,Symphonia globulifera,2.98446733177651,-1.8315400000000002,0.328580128,4.707342773000001,3.5605025315,8.5964254325,1.51,54.85,0.477706424565495,13.5499375312344,0.964694319506913,10.6391654172914,2.167855020796197,276.3605442,0.758,35,5,30,5,High
611,NA,10/14/2021,Kaw,Malou,H,Sgx1,BF,BF,Symphonia,globulifera,Symphonia globulifera,2.33670919257587,-2.0252975,0.344025146,3.2638834485,5.5918356045,9.199744198000001,1.59,48.03,0.466013251275227,13.5546032934132,1.04159347970725,8.76695109780439,1.9237491432488005,250.8503401,0.806,24,5,20,5,Low
612,NA,10/14/2021,Kaw,Malou,H,Sgx2,BF,BF,Symphonia,globulifera,Symphonia globulifera,4.30549492320095,-1.7416525,0.416102756,4.9122376755,6.6434138560000005,11.97175429,1.2,48.74,0.474545277777778,13.8217125,1.84017666666667,10.874485,2.0773372491434166,250.8503401,0.739,27,5,20,5,Middle
613,NA,10/14/2021,Kaw,Malou,H,Sgx3,BF,BF,Symphonia,globulifera,Symphonia globulifera,1.77830877620261,-1.7356600000000002,0.33167932899999997,3.217460732,7.776554583499999,11.325694645,1.34,48.32,0.445105067642493,16.7382360279441,0.757162341982701,10.0094660678643,1.8457374830852502,284.8639456,0.854,23,5,21,4,Low
614,NA,10/18/2021,Kaw,Waiki Village,H,99,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,0.97840376760915,-1.475985,0.3076959725,1.388304868,4.4466728565,6.142673697499999,2.64,46.37,1.15142098827191,4.99170835417709,0.0652592963148241,16.4226963481741,1.7274102079395086,272.1088435,0.795,9,4,9,4,High
615,NA,10/18/2021,Kaw,Waiki Village,H,101,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,1.08832825192651,-1.6697425000000001,0.387526427,1.9026052249999998,3.362605373,5.652737025,2.81,51.21,1.3216669447225,4.13209459459459,0.0187354020687354,15.1796646646647,1.6447368421052628,365.6462585,0.782,12,4,9,3,Middle
616,NA,10/18/2021,Kaw,Waiki Village,H,102,BF,BF,Carapa,guianensis,Carapa guianensis,1.88390853528534,-1.8635000000000002,0.30395872599999996,1.515134782,4.138602991,5.957696499,1.07,44.46,0.643879458589893,4.04015227159261,1.23332667665169,8.65650024962556,1.4673244341265235,744.047619,0.797,20,5,20,4,High
617,NA,10/18/2021,Kaw,Waiki Village,H,100,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.77828117260497,-1.5578825,0.513213225,2.006292709,4.3632023055,6.882708239499999,2.9,52.6,1.22162365412365,4.08238011988012,0.0316000666000666,16.1833016983017,1.5747588424437295,476.1904762,0.805,13,5,13,4,High
618,NA,10/18/2021,Kaw,Waiki Village,H,103,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,2.21411078268171,-1.4020775,0.6294093789999999,2.646378222,5.3089031865,8.584690787500001,3.02,51.84,1.12284527777778,3.4574625,0.0204366666666667,17.304485,2.204933586337761,352.8911565,0.693,18,5,18,4,High
619,NA,10/18/2021,Kaw,Waiki Village,H,107,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,1.44191289383514,-1.3960850000000002,0.225165348,1.106897217,3.3587946035,4.690857168999999,2.86,48.72,1.23698979308815,7.84494508237644,0.0257430520885339,14.8122666000998,1.7146017699115048,352.8911565,0.818,14,2,14,2,Middle
620,NA,10/18/2021,Kaw,Waiki Village,H,105,BF,BF,Pterocarpus,officinalis,Pterocarpus officinalis,1.93770571304431,-1.539905,0.3523562145,1.8142435749999999,4.590170463,6.7567702525,3.02,50.83,1.84322146367301,2.22896959193883,0.0783200975487744,19.673477591737,2.611486486486486,335.8843537,0.78,NA,NA,NA,NA,NA
